RegionName,State,StateCodeFIPS,MunicipalCodeFIPS,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Yates County,NY,36,123,97311.00609,105568.5317,113785.6097,124135.2297,134567.8089,150496.3486,164120.6522,166399.1443,164398.8034,156532.3997,149908.598,149633.1853,146413.263,149144.9257,156377.0839,155713.5323,166726.4278,175415.0377,183066.9069,186179.8447,194507.4942,218562.8466,239462.5026,259809.2048,274894.664
Nicholas County,WV,54,67,,,,,68595.81581,73932.50,81042.62585,83810.6004,85771.23831,92088.23589,83929.47245,81357.44242,81385.95946,85541.79878,80531.82781,82619.64813,88698.42865,82526.20278,82330.89643,86750.02753,83701.83602,98657.19368,110844.6725,120709.9136,127049.6914
Randolph County,IN,18,135,,,,,,,,,,,,,68975.08356,70345.12462,71597.40,73392.16109,77079.10,81416.12089,83133.80175,89375.01116,96016.03133,106384.9564,122209.617,130527.7788,131783.8985
Bell County,KY,21,13,,,,,,,,,,,70346.03168,68653.66325,66473.27269,71894.23,72361.84981,72731.70,76810.63744,72539.45004,69517.81,76372.98493,78778.16229,85591.79267,83986.66311,86574.80537,78049.88
Rowan County,KY,21,205,,,,,,,,,,,,,79925.89509,83481.41814,87453.77344,90301.84225,93651.66533,100028.5032,102204.3133,104474.1786,109136.8825,118380.7141,132197.3237,142145.8724,153855.6045
Miller County,MO,29,131,,,,,,,,,,,122210.2938,120685.5026,119012.4625,113496.0821,117954.8074,119103.0179,138061.1351,132293.8646,130460.3553,137026.1358,150805.7083,173616.506,209011.5789,216745.6035,230533.6366
Marion County,MS,28,91,,,,,,,,,,,,,101513.7285,101728.4127,98684.09154,102966.3273,110599.082,108542.3511,107493.2936,110437.3961,110245.7636,118477.3199,139879.0905,133281.76,127293.3465
Teller County,CO,8,119,142202.0636,152552.9974,159292.4936,163994.3097,167833.7661,174365.0093,181285.9054,190645.7653,196801.3225,194286.9701,188566.1194,183834.7387,181915.6387,193379.5313,207571.0936,215461.0512,233628.2599,253373.854,282234.2038,312068.9821,331627.5376,379124.8192,451180.9217,472999.7567,482551.8838
White County,IN,18,181,,,,,,,,,,,,,105084.3542,102209.7369,104177.0781,111197.4427,116941.5872,123717.2445,128036.4662,136194.584,144282.9008,164350.0409,181984.7333,188947.0116,199183.7776
Waushara County,WI,55,137,,,,,,,,,,,142029.3454,139147.8627,135437.0554,129668.8009,131957.7292,134306.7822,144034.8995,142814.12,150132.6943,159538.0913,164290.2305,189555.8128,214506.0403,228259.5908,238872.2824
Cassia County,ID,16,31,,,,,,,,,,,129603.6162,121700.7747,118508.4083,126048.9638,129974.3497,135991.0379,145048.301,159117.5936,170809.98,184480.6099,199898.8748,232651.781,291439.5601,318465.99,325915.5471
Fayette County,TX,48,149,,,,,,,,,,,201496.9501,200626.3976,200803.3198,207701.812,221897.6018,240470.0994,261885.8893,276351.5471,285857.0494,298052.9953,316346.8606,365271.5218,425869.8548,443007.1067,444115.3726
Abbeville County,SC,45,1,55669.03536,55873.15295,59726.13554,63706.55735,67369.7691,71716.67539,77530.93,83016.66605,85615.73,84991.06276,78351.09699,76758.80643,74154.22881,78493.16285,83910.35,90939.17388,110359.2971,112579.9097,109320.6492,120453.6179,124900.2449,144669.2887,172004.9358,187238.7876,191177.8859
Lincoln County,KY,21,137,,,,,,,,,,,85429.48,85927.18767,87129.67127,86151.57934,90277.88633,88512.08801,95065.75051,100353.4848,103282.2836,110446.6634,115346.7789,134549.4833,153055.526,167515.798,176234.6505
Crook County,OR,41,13,90308.74,93205.17213,98265.5396,102583.2057,109203.1195,124535.1005,150367.4592,170635.71,173218.2089,161177.1464,145395.2351,134311.69,127500.8987,136382.0097,167527.8719,182518.4955,207604.0931,237479.5881,268178.2142,289923.4623,310977.3669,355454.1345,444503.6799,452132.5304,454416.87
Goochland County,VA,51,75,,,,,,,,,,320650.942,301991.0657,297071.0156,291606.5564,305775.9833,316768.1914,329014.6784,340443.5922,353442.0541,368671.4511,376378.81,390171.6257,431708.5194,467295.7963,458455.27,509378.965
Scott County,IN,18,143,,,,,,,,,,,90388.8864,89753.32734,88542.14258,87194.18091,85901.88665,92771.59522,97557.12511,103778.4338,113259.505,121455.5369,128051.6584,146136.235,162543.4474,171265.947,183733.4029
George County,MS,28,39,,,,,,,,,,,,,113154.3683,115021.5017,115607.7008,120209.8582,137965.5168,142264.8871,143307.9445,138629.6803,150712.5751,165592.9613,191160.5779,188331.5795,190658.7286
Shelby County,TX,48,419,,,,,,,,,,,130052.7172,128130.6942,128041.284,131623.4094,137981.1072,140846.90,150075.5073,147306.0929,143905.8501,148650.008,165598.2372,184193.8516,208896.7862,191664.8933,183534.9918
Jefferson County,OR,41,31,75901.22597,80908.38967,84344.80705,87500.77308,92546.58,103065.98,122537.9154,138776.8541,140811.9684,130765.4594,118187.411,113160.21,112269.5627,116615.0622,136114.8573,151664.4444,173600.1442,200799.0723,228730.1844,260527.1885,278791.4655,317395.0584,394794.3586,408915.9375,410701.263
Burke County,GA,13,33,,,,,,,,,,82441.00183,75921.55552,70270.84636,65933.57308,69992.03012,72423.83155,74885.15395,78572.6928,78728.04493,81755.83923,93010.44,100374.4165,116891.7447,132863.828,140352.1519,141014.2553
Union County,GA,13,291,105792.0666,115195.3406,123813.2295,130721.76,136818.8159,148916.5529,161914.3347,181102.5042,185441.291,178477.7932,163541.2119,153859.2926,145062.8153,148759.0669,158476.6527,164824.9873,172184.7294,180262.3166,195132.0555,212618.8311,228690.3764,263462.9998,327471.5717,343067.872,365244.7813
Aransas County,TX,48,7,,,,,,,,,,,171878.144,166629.2478,165529.1015,169356.4324,180320.3691,184864.4061,203137.1415,215605.1555,221932.5993,221108.6175,239053.7216,267980.8701,316223.483,337575.0345,337191.0966
Jerome County,ID,16,53,,,,,,,,,,,147805.5233,135852.2008,130789.6362,137434.8916,147693.6916,154494.9829,163336.8153,178050.7319,190082.1209,208659.2864,229475.5929,272219.9547,345921.559,359846.2216,362759.5374
Dawson County,NE,31,47,,,,,,,,,,,,,89659.18023,92721.84281,99014.12173,103213.3573,112373.0973,115773.0135,120929.512,127655.025,134149.3174,146384.3144,164630.2563,175662.5187,181072.3646
Fairfax City,VA,51,600,226689.5135,244276.723,268558.425,295792.91,332536.24,401537.6757,478480.02,503264.0281,494483.5453,463749.1088,441138.1187,434404.4866,429047.9204,460318.2531,486867.2175,493600.6636,509695.0476,521727.6911,536776.7633,547909.8524,566373.7556,623080.2732,653885.98,679155.07,723555.9023
Upshur County,WV,54,97,,,,,,,,,,,,,,,,,,109758.263,113307.904,120225.3115,118547.7298,129420.9654,142510.3606,149237.0736,151595.4884
Hood River County,OR,41,27,179645.157,190795.1093,200409.1263,211568.9612,226529.9882,260044.5597,316482.0925,356373.67,360669.448,337224.7876,307634.3839,295041.8598,285330.6119,293007.8156,317044.2319,334006.6986,359489.0395,390052.801,435907.1689,461754.4809,476629.2417,540839.2285,640588.0542,669995.9266,682353.7496
Saline County,IL,17,165,,,,,,,,,,,76271.3281,74632.43618,76599.72678,79125.36472,80260.23598,79279.42513,80115.08,73543.05561,72358.73472,65124.0221,66303.04299,67175.88834,68623.33713,69064.76,73606.90992
Blaine County,ID,16,13,,,,,,,,,,,470326.2525,417849.9257,401114.6071,405278.8817,458054.0515,489459.1529,525589.54,530910.0402,584532.3393,610029.9452,628342.4338,753574.7344,997690.0327,1075774.184,1137660.938
Itawamba County,MS,28,57,,,,,,,,,,,,,,,,,,138984.5083,133024.9636,126560.033,133926.9965,139767.2327,167786.9872,157443.2746,145903.8467
Ohio County,KY,21,183,,,,,,,,,,,,,,,,,,108130.6737,116203.2843,121572.8029,122797.7018,123491.5298,117567.2007,123051.7429,135137.4288
Mingo County,WV,54,59,,,,,,,,,,,,,,,,,,47975.10503,48764.6142,49238.75268,47328.54468,60946.82827,64630.85963,67616.04902,62409.70666
Seminole County,OK,40,133,38984.62978,40651.80475,42260.54594,43657.90174,44784.68059,46514.81656,49285.98274,51836.28218,53816.90238,56881.05749,54479.96067,51227.8236,52949.23,55179.71223,56089.8616,57059.73446,61651.33118,61469.01822,64457.68179,66408.43635,67889.2617,77937.65753,87582.07,98887.0679,100411.0573
Washington County,MO,29,221,,,,,,,,,,,,,,,69682.97,72103.89124,83263.46866,83811.30905,96592.63258,105702.3846,130963.7533,142082.2798,157940.6163,154945.4373,161632.1002
Page County,VA,51,139,88098.82229,95288.73192,102578.9352,109533.69,121630.6317,143576.0345,140568.6485,149116.9294,147980.3108,140885.4857,132955.8642,129634.1298,126613.0292,128841.7695,130097.854,137848.7099,145881.4545,150308.9148,157230.8531,161748.0411,173179.2707,197110.1363,232139.5439,254925.0795,268369.3046
Iowa County,WI,55,49,,,,,,,,,,,146810.4509,145648.9024,141230.1788,142770.0655,150486.7512,159569.2241,169168.0821,178354.8163,187872.6892,199455.7517,210264.8452,226715.6027,253650.7571,278592.6107,292335.9807
Winston County,AL,1,133,,,,,,,141036.9322,151747.278,159163.4261,156710.7332,147969.2067,136063.934,134533.5193,135456.6892,129331.6555,124689.0493,121773.4045,126608.1859,130423.3769,132166.1309,136766.0972,153827.2371,172026.3119,176424.9483,175037.1967
Saint Francis County,AR,5,123,48631.0999,49926.59292,51183.1519,52664.1526,54774.47629,57820.22462,61765.05855,64016.9433,64514.31412,63085.71929,60504.7241,59053.42456,58163.69168,61030.25775,61380.28616,59049.27474,62221.40332,66098.91926,66752.2132,68401.82976,72616.54623,74681.50753,76896.94268,71449.83202,74376.35
Juniata County,PA,42,67,,,,,,,,,,,138956.9355,138408.6557,138825.24,140728.9302,146607.6359,144223.2924,150923.2267,156322.3518,159891.0205,164313.2629,172785.2534,193324.1845,207493.4944,213964.9714,212260.7328
Plaquemines Parish,LA,22,75,,,,181670.1878,189265.8369,205012.5918,226737.3472,249330.8471,255780.9773,251642.5076,247945.311,245941.7473,232438.2448,242932.8047,246460.844,251821.4428,254790.3909,255382.4264,259811.4668,256103.4641,269680.49,279625.5515,293927.0867,297095.3008,287046.6572
Menominee County,MI,26,109,,,,,,,,,,,,,,,,85050.83441,91335.94849,92421.4488,99877.92291,101864.2186,115633.7952,132397.7119,151880.6865,154924.7017,161208.0953
Roscommon County,MI,26,143,69690.83434,72607.64295,77787.73294,82873.8243,87382.68066,91507.60216,92114.91,89948.8605,86104.13106,81004.13462,74406.79259,73272.54684,72736.63068,75956.72,78251.0424,75902.07335,80566.12826,86354.23498,94154.2817,102331.752,105601.2949,127728.4381,151316.3737,169949.505,177848.7452
Antrim County,MI,26,9,87549.50417,95436.53,104631.2753,111220.2057,116373.4186,122579.6511,125618.9931,130439.5221,133589.4791,124861.768,111660.3271,108673.78,110971.2385,119761.3942,132686.6828,133220.838,150067.8601,168580.5683,184238.0704,192622.6244,207461.8072,239404.6876,302948.13,319379.8034,327585.5132
Fayette County,IN,18,41,,,,,,,,,,,,64974.39628,64195.94,65965.74064,71672.91,75785.27118,69744.86469,70705.16364,73612.36509,84315.08427,89131.46098,104516.9901,116373.3677,134201.7888,140573.728
Grainger County,TN,47,57,66159.98755,71280.11,79124.69351,82518.90529,86133.2593,91735.90577,100358.1856,108095.3756,112461.2382,115734.4521,112025.4231,112629.2602,112182.9037,115978.8008,118145.8461,126578.6018,131146.2795,138423.1901,148037.5963,157109.309,174981.9508,195284.3736,229500.9511,232077.1153,249133.8874
Anderson County,KY,21,5,93272.36,98297.8542,102449.0432,106413.5414,111052.6568,116397.2565,120499.0067,123638.9837,125441.1232,125000.2794,122601.8179,121538.6077,114725.8358,114910.9601,118442.6274,121009.9418,124160.408,127189.046,131978.5575,138226.821,145761.3025,171634.5338,197032.9632,216448.3402,225452.7131
Clarke County,AL,1,25,,,,,,,,,,,,,,,,,,101972.8059,108651.1518,107315.4087,111709.8688,126912.5549,146547.6488,138681.4633,132997.6024
Teton County,WY,56,39,,,,,,,,,,,809877.1837,789110.7513,786190.1325,822921.2379,911243.2599,984004.36,1143855.868,1173451.121,1281256.006,1382493.317,1443381.679,1595763.468,2258708.758,2478138.682,2759089.895
Saline County,MO,29,195,,,,,,,,,,,,,100445.5101,104402.3724,122129.9169,131725.9621,129216.9032,128863.7991,130253.6826,141444.6305,139451.7928,155825.42,143603.1678,167592.2991,154101.5762
Starke County,IN,18,149,,,,,,,,,98248.35,98588.73263,95931.70473,94968.86,93590.37,94935.16667,94289.52741,96081.23406,99353.68126,101519.249,109601.7279,117225.6479,124439.5699,141224.1528,165825.5911,180149.2865,195683.5856
Meeker County,MN,27,93,,,,,,,,,,,,,122067.3458,129416.0375,136874.3195,145206.813,157730.3097,169080.4657,174895.2795,184043.8013,196087.5263,217180.9077,253143.8541,258911.4367,263468.1502
McDonald County,MO,29,119,,,,,,,,,,,111374.7131,105822.8116,101372.4032,102546.9861,112581.389,102911.7249,106608.604,104952.681,105646.8242,113899.4604,125949.405,144441.2058,170755.5653,184617.9355,188791.5166
Franklin County,GA,13,119,,,,,,,,,,117197.0405,107537.3025,104324.1247,97002.28166,100107.2138,103906.9824,106203.3585,117362.1739,122754.7012,131058.2103,144977.5857,156907.8159,187224.95,225203.3499,250343.3699,264614.0566
Curry County,OR,41,15,145023.2733,151248.7851,160396.3287,170792.5171,185755.1151,219464.6322,275238.4009,307960.1136,311221.4871,288062.2,256201.1922,239134.8713,228306.1595,225289.0737,233662.4135,249893.9198,265991.2041,288652.646,304905.8539,328313.538,346659.7815,393002.6578,450351.0378,470612.5313,468912.932
Hampshire County,WV,54,27,,,,,,,,,,147323.0147,139153.0927,137671.2474,135811.8084,138892.6378,139949.5209,140533.2102,145107.1006,150290.9192,154101.3788,158732.0376,162397.6942,182290.6975,204546.5525,228355.205,237595.0817
Yankton County,SD,46,135,,,,,,,,,,,142932.4376,145244.9751,143356.3594,151726.2857,159053.1107,169607.1152,181321.0413,183764.1238,189434.24,196596.0186,200595.7191,213230.4712,241056.5137,258697.0913,248449.4462
Poinsett County,AR,5,111,61086.54065,62872.33816,65496.19758,66429.4336,68606.35452,72196.28869,76425.13487,78874.7174,79524.97903,78399.33243,75395.81,74031.70066,73439.11234,74553.7997,76237.571,71489.84051,74409.56679,75682.99063,78058.71252,83302.18,86904.39363,96697.16488,109223.3152,108072.1553,114387.6094
Tattnall County,GA,13,267,73433.27533,79054.38716,86237.88711,90090.97727,94096.83146,103820.2444,107805.6497,114412.1176,116803.2382,113336.7372,97333.76125,92730.13653,88168.78688,90207.57118,90888.04193,91693.83864,97556.82964,98889.89803,102506.4556,110730.0479,116476.2189,128817.991,154401.3661,158283.9955,167375.95
Crawford County,MO,29,55,,,,,,,,,,,104961.6244,103619.9996,101667.3429,104481.7107,112696.738,124551.7666,128238.7699,125928.0564,129482.488,134071.3953,142998.1462,160074.2336,190919.3316,196998.7304,198813.3458
Allen Parish,LA,22,3,,,,,,,,,,,,67383.92,68518.86358,75480.87,89446.68658,98269.12513,111236.6051,104221.2481,105605.0703,99660.64241,105359.5852,112396.6401,116336.564,111869.8013,105274.5644
Ray County,MO,29,177,,,,,,,,,,,,,72923.82177,76222.47275,84102.21718,103665.7251,116360.8975,128334.7133,136151.6704,150290.6825,161464.9238,184299.5993,210279.3581,225668.8931,235528.3963
Pacific County,WA,53,49,,,,,,,,,,,148625.3178,141226.8903,135118.0764,131458.9824,133815.4975,137689.4001,156061.6022,172351.9521,177679.0785,192016.2856,220704.7746,261505.5092,325872.5882,339816.9222,342026.7594
Columbia County,AR,5,27,76962.27491,79173.90406,79467.57487,80510.21034,82860.93,86919.03624,92722.35494,96666.24,98092.43972,96392.23542,94164.94134,91608.85371,91259.3222,100931.0756,99264.7391,99231.77662,108553.6987,109581.3621,116250.7556,115263.0114,117869.439,129053.1622,138997.6987,132008.6591,125348.7635
Osceola County,MI,26,133,,,,,,,,,,,,,69002.51172,75074.18938,82094.54054,89905.88821,93506.14643,101606.3227,112161.5393,113151.1199,117812.3539,148540.1298,166735.4822,176425.8839,171493.8622
Hopewell City,VA,51,670,66273.69,70266.62443,74142.41361,79539.89,86673.16758,,101587.8122,106206.4733,104992.7525,100243.0453,94724.92547,92866.86132,90945.77639,90802.35131,87523.19,83797.66205,89623.52,99410.04145,104879.4429,112440.645,121417.2105,138652.6344,157033.7087,208007.8085,194846.1004
Ouachita County,AR,5,103,,,,,58441.65752,61249.0987,66158.05192,67962.78,68430.64149,65907.34905,62178.51043,61593.13934,63348.86929,65299.62918,64185.67532,63385.92829,64747.60515,70038.332,69153.01334,71520.20527,77745.02832,84159.22307,91390.4903,89084.02877,92465.53266
Vilas County,WI,55,125,,,,,,,,,,256914.7239,249052.9359,234694.5252,229527.1032,221161.1633,226260.1208,241585.4623,244975.6821,246562.1075,255711.6989,270647.10,282883.526,304189.3735,350090.9766,380794.60,397505.1601
Johnson County,KY,21,115,61818.61363,63572.38568,64180.23,65748.24169,67978.50121,71102.53395,74655.6258,77052.94399,79551.01707,78636.61286,77020.86171,78250.89704,78741.41,74642.87029,74457.00,77078.05,83825.85315,86045.58753,89270.03807,91149.71372,83625.42563,97088.15141,106387.1955,119717.2249,120584.3825
Caswell County,NC,37,33,,,,,,88954.40199,97223.99676,103922.4069,106451.4439,104104.4747,97541.52174,101607.2473,99254.32393,103717.44,104533.0903,104465.1154,110328.8098,113592.0092,117239.2099,121803.4368,128425.6888,152411.4692,167927.0321,183680.8505,192758.4763
Franklin County,IN,18,47,,,,,,,,,,,,,137469.4537,138985.5652,141917.296,151903.5125,156806.1022,164119.1806,173984.7648,184061.8227,200707.3706,221585.0112,250954.0206,263350.9325,277131.1256
Emanuel County,GA,13,107,54298.61247,56113.55713,58866.52973,60445.12048,62442.24008,66466.77553,71997.30206,75266.94654,76487.25,73884.6294,69102.14658,62367.73433,57535.37472,57905.65,59507.17096,59678.59037,61739.89,61356.13161,62839.10061,66098.40,72303.45951,85215.18557,97779.86363,105816.6219,112591.6953
Rockbridge County,VA,51,163,,,,,,,,,,,,,169851.0965,178522.9881,182251.0972,184198.5876,189752.9743,191843.9923,200509.8006,204366.6664,210533.6535,236126.6566,259159.9594,271141.3503,287455.2175
Sumner County,KS,20,191,,,,,,,,,,,,,77220.01501,75541.49249,76115.47,76373.32081,80175.18899,80271.47162,79889.19395,81470.5213,87868.73713,98103.22,111787.9535,120646.3177,126170.5527
Panola County,TX,48,365,,,,,,,,,,,122877.1014,121818.146,122157.9894,124990.3506,127372.313,130313.8248,138611.827,142361.9495,140179.5592,151993.9203,159531.747,171583.2515,192175.3887,192624.6871,183935.6052
Washington County,IA,19,183,,,,,,,,,,,103172.3744,104202.8055,106427.9092,119284.5229,125858.1153,127215.7623,133721.9722,140753.9177,147630.468,155879.917,163626.0895,173521.0742,193888.801,206552.9591,214139.1184
New Kent County,VA,51,127,,,,,,,,,,245330.8269,233229.4877,228844.4882,225036.3917,229534.1,235657.9041,242346.7971,252747.5767,263421.7416,272099.7706,281548.3531,291854.755,319875.6753,354368.4149,378864.5965,396490.6661
Lee County,VA,51,105,43119.93852,48101.19775,50914.19055,53681.20058,58090.46715,66512.30491,70679.91035,73182.35891,71311.44303,65702.70266,62722.26016,66472.30087,67643.22169,76124.76103,74411.44913,73911.29484,74976.40343,79317.24316,78527.2231,75393.45936,74365.21,87585.38,83641.86,84469.90869,90018.85964
Klickitat County,WA,53,39,,,,,,,,,,,187921.1658,187391.2514,190392.7637,194136.0042,198512.3314,205116.2591,224055.0672,241956.0687,270467.8591,287792.9425,306380.2195,370101.6595,438374.3719,450247.2155,459688.87
Mercer County,KY,21,167,,,,,,,,,,,96797.94496,96498.75228,96272.64126,102603.8795,108208.3319,109488.0338,112559.0696,116153.7931,123479.7035,130993.4888,137408.549,156095.0502,173415.258,192647.7206,201883.2403
Bibb County,AL,1,7,,,,,,,,,,,,,113705.9834,111439.1426,116744.4033,124225.0739,126798.6728,128892.3333,132426.9198,135246.7828,145339.7748,163453.4255,183182.6023,192798.1285,188374.4195
Anson County,NC,37,7,,,,,,45100.66219,48674.68287,51233.11876,52337.94337,51559.65999,48214.64608,46113.39462,44255.86743,46840.02687,49662.31035,49297.15124,53415.64945,55987.85673,56750.23162,60554.98328,64196.9759,78682.14,89670.94351,100579.8674,111458.9459
Brooke County,WV,54,9,,,,,,,,,,,62649.35,63374.38895,61909.43701,67283.99114,66950.29214,79751.97231,76525.12682,78823.69645,83911.60975,89231.92309,89837.3431,105720.5046,111350.8348,118027.0608,119635.8628
Sabine Parish,LA,22,85,196269.3437,216165.8563,236595.6225,251717.3746,280887.1569,305439.7483,290582.2636,202018.5901,140740.192,131461.3409,130732.7269,132840.5733,118660.5157,124150.2966,134427.7192,152869.3472,162296.351,159281.6906,158000.11,158008.5693,172321.0204,189341.8067,189405.8935,193193.5397,172978.8967
Overton County,TN,47,133,67679.73,72941.68023,78426.35629,79417.27191,82988.22469,88594.74361,97690.36308,104135.3251,106862.2779,107151.6867,103899.6501,102172.7081,101042.0196,101912.0701,108951.3755,109028.0761,114153.3311,125055.6337,133320.6408,143951.2359,160371.3905,174907.9718,211073.9939,220440.0376,229036.7393
Meigs County,OH,39,105,,,,,,,,,,,,,74308.51538,79548.80,84688.72176,89679.5607,88286.20,79804.17554,77713.19873,79181.70969,85778.02802,98944.26063,102862.6275,103137.8422,102324.9217
Beckham County,OK,40,9,95309.23588,96394.10741,100792.8816,103584.8917,107350.6977,111918.5538,114232.8503,121094.0114,126332.2153,121117.1771,122253.5928,111563.1938,111818.2903,119278.9213,122094.6357,130360.1544,130762.0482,119909.4419,116627.7354,115911.4557,112200.7065,116077.3885,123804.1556,128019.485,133027.7583
Martin County,NC,37,117,,,,59762.46247,60914.28277,61369.04885,66484.82323,71610.37002,73760.99316,72438.35211,68689.93357,65486.71731,,64175.24547,66435.98,67541.03734,68028.24296,73875.0392,73511.72247,72822.41654,76004.43856,90343.77884,108490.59,111936.8343,112028.1974
Houston County,TX,48,225,,,,,,,,,,,107387.873,107122.3246,107592.932,108059.8309,114768.3251,114245.1563,120469.6327,127101.6981,129406.7022,140033.8595,147099.0173,158237.0345,196532.3898,186435.0719,167790.5572
Asotin County,WA,53,3,,,,,,,,,,,194433.8635,187023.1739,182236.3518,186636.2316,186592.3075,187134.0864,198915.9312,208098.3641,219158.3822,229071.4608,248097.2183,272577.8218,310657.6804,321918.4871,328081.3098
Limestone County,TX,48,293,,,,,,,,,,,97087.61704,96455.90264,95573.75978,96064.6345,96994.06522,99540.6253,104114.3347,103043.1089,105497.1716,110632.006,113993.3198,127478.7311,157610.091,162535.7897,157998.3591
Leelanau County,MI,26,89,,,,,,,,,,276274.2006,255453.3894,276227.3046,283491.215,280907.2043,297952.2106,319078.0036,331480.4681,340789.4962,367525.3136,380753.9417,406531.29,453400.6398,562478.7648,609409.7813,626142.59
Grant Parish,LA,22,43,,,,,,,,,,,,,106647.3726,102260.8899,114252.5079,129803.9827,137853.6084,138768.2569,135909.9327,136199.2738,150873.5308,154219.7485,151779.605,159718.087,155148.7044
Seward County,KS,20,175,,,,,,,,,,,,,,,,,,105585.4077,105108.3818,103512.0008,111011.8356,122488.3157,138405.343,145019.5578,134346.6288
Nobles County,MN,27,105,,,,,,,,,,,,,,,121052.2466,125721.9373,132029.4627,141154.8612,146424.7229,148631.66,157692.73,171551.9118,198972.361,212693.9214,210339.5254
Waynesboro City,VA,51,820,,,,,,,,,,,155310.9977,146348.6912,142355.0063,144257.6212,144865.1377,149220.9399,153369.1901,157618.708,165632.8189,171589.1174,184356.2708,202778.6067,228165.2442,246108.9356,260146.1875
Mahaska County,IA,19,123,,,,,,,,,,,84333.07509,84960.20017,84098.74206,87498.91648,99198.12004,100431.2046,107270.0618,109921.9937,115295.535,119082.8162,125663.8072,137716.6675,152506.7482,165970.5886,170654.6422
Boone County,WV,54,5,,,,,,,,,,71516.45651,74541.78943,86506.87763,82539.24,85212.8497,79241.06,76573.84459,73465.56837,73179.10658,75067.29415,75424.59202,73387.06896,81298.51226,87218.83147,90452.63504,91420.46609
Hertford County,NC,37,91,,,,,,,,,,,80513.56039,78585.68745,76877.03369,80680.04395,80204.19,74451.99282,75284.22055,76587.82,80692.02913,80785.19953,83141.05216,94556.71613,106498.7219,107563.6325,107993.0551
Saunders County,NE,31,155,,,121000.7191,126474.7441,132543.9455,140204.6227,147341.2572,149066.9526,150630.2455,150538.3228,148858.527,149651.3956,153073.8135,158066.5684,167842.9945,169300.8273,186402.0476,194765.6985,207240.33,219627.5192,236698.4625,263127.7512,288821.7561,317079.3764,326668.7836
Randolph County,AL,1,111,,,,,,,,,,,,,101714.062,105602.2813,109230.0419,110806.5328,114072.7929,119554.7875,128291.1211,134429.4048,140545.27,163071.5384,196353.4401,191470.9483,182494.5523
Mitchell County,GA,13,205,64764.86654,65551.05944,71399.06594,78185.5374,82703.66546,87583.07039,93846.40471,98250.6405,100132.6837,96447.549,88350.54,82272.12,76633.1255,81886.13644,83196.29797,79934.52596,81436.58188,83698.30,82867.33839,85816.11,88373.15159,99090.4789,117522.9787,118707.3439,132212.3417
Wyandot County,OH,39,175,81162.68148,85641.14502,90279.23331,92482.88,95216.33095,99278.57021,101491.4831,101122.2867,99763.91109,97408.19725,94481.42397,92693.13819,92834.82398,99216.71711,102656.5305,104422.343,108512.8554,109973.2101,112472.7405,115378.6287,129556.2786,145751.8791,159280.4867,166469.7203,179099.3068
Jo Daviess County,IL,17,85,,,,,,,,,,190988.0807,171271.8228,159239.6958,153941.6255,149163.3321,148166.6712,141258.7045,141726.5383,134977.7607,137359.0147,140042.0665,148848.2576,160983.8313,196036.7722,210992.4161,225544.002
Prince Edward County,VA,51,147,,,,,,,,,,,,,143497.267,152886.0958,154049.45,157324.1494,162834.3597,160671.6611,163684.2902,169146.9247,172874.651,192125.0915,209046.2279,215751.2636,224230.9284
Henry County,MO,29,83,,,,,,,,,,,,,,,,,,96556.39,100585.0792,114657.977,123420.3606,144651.8508,176038.14,192603.2524,189263.3917
Tippah County,MS,28,139,,,,,,,,,,,,,,,,,,112592.0515,110896.2128,113461.3667,118669.2745,128032.1562,141621.6774,140185.8442,132205.5093
Putnam County,GA,13,237,140878.6772,154601.6234,164633.3398,173215.3316,181610.5284,191336.9798,206681.2279,219006.8054,224027.1469,215528.5062,198106.6781,190318.2675,178256.7265,184420.6765,193165.5241,197022.013,202504.2835,206281.9662,216729.7225,234975.6687,248330.0574,291424.7803,370196.7817,379528.3669,397830.1288
Scott County,TN,47,151,56659.09786,60326.58771,62458.05041,64045.21222,66793.03497,71536.05496,80491.03774,87855.35652,90211.58873,91202.54581,88259.98567,88883.33061,88031.2777,88308.66695,84139.24074,90186.28738,97346.40,99356.0882,103872.4472,109482.755,119125.2079,138273.7465,158734.4712,162590.4824,169673.6379
Coahoma County,MS,28,27,,,,,,,,,,,,,,,,,,48242.05906,49247.17,50789.363,53099.85814,66529.38409,78440.14068,66368.4896,52735.66
Letcher County,KY,21,133,,,,,,,,,,,,,,,,,,60867.63021,60185.25019,60548.53669,60920.39251,73130.45993,72974.84027,78682.31628,67208.85001
Colusa County,CA,6,11,,,,,,,,,204210.0824,156323.0146,147354.8905,144389.9473,138048.9614,139771.2213,161380.4201,179228.2423,199266.9372,214819.7573,234721.0015,256921.0502,273788.2599,300887.2986,343907.1431,348771.0419,362485.9873
Logan County,CO,8,75,95300.04583,101905.4019,106004.5475,107503.1441,108687.7807,112769.4739,116863.1677,119050.6746,119312.0964,119062.8879,116178.9559,112286.431,111444.7618,113256.0872,117420.47,124590.7896,134561.681,144567.2524,156244.3649,168683.5401,180585.3918,201666.1347,230532.2874,248648.7653,248012.3318
