RegionName,State,StateCodeFIPS,MunicipalCodeFIPS,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Lake County,IL,17,97,185487.5508,199562.0141,215872.494,231648.1123,246393.1761,262338.53,277759.9208,285122.4186,276358.186,250467.0049,229140.3631,211843.83,194085.5906,197967.9368,220891.6729,233242.6435,242234.8418,248187.4976,255204.339,256736.1363,258644.3434,275760.84,307332.1892,328814.6681,350012.6857
Jackson County,MO,29,95,82582.62617,88432.30395,94761.62408,100556.6022,105656.4292,108131.1775,112181.5169,115656.4787,114148.6409,108326.3826,105585.9648,99149.61021,89970.68434,89343.25732,94705.06,102108.4089,110461.2016,121911.7815,135063.0062,146818.0638,154619.4471,175792.86,197735.7857,217170.0837,230726.1484
Polk County,FL,12,105,91770.22,95944.92311,100839.4058,106179.3359,114758.0144,130239.8456,167293.3869,187393.0993,174801.0831,145154.3776,120996.1882,105861.4569,96490.90755,104416.2714,122263.9219,133983.49,145268.5754,158683.5958,173167.9147,189877.7509,201748.5124,223586.86,276180.8416,318463.5867,318403.706
Hudson County,NJ,34,17,159531.6815,173685.19,200135.6023,232509.1505,270483.2287,324236.3468,387460.464,420128.7679,409029.4672,341124.4096,303881.816,287573.9622,266744.0592,272490.9011,296593.411,317419.4115,344113.2104,372920.6143,415896.7229,445345.8525,481683.669,521688.2508,558427.4371,565454.7408,583965.7104
Davidson County,TN,47,37,134820.6708,138702.4137,142801.4701,146042.5149,149627.5522,155003.506,167567.4845,177275.7167,179757.3591,174450.5283,167719.3062,160612.1533,154485.5073,160459.1276,174228.1806,189328.9624,216637.3722,244816.7109,270310.5464,287115.1245,295025.3501,324124.6946,387481.2117,433418.6535,436680.0819
Denver County,CO,8,31,182957.8762,210478.7211,234720.8706,241651.5145,243762.5251,250308.1542,256435.9165,258803.6061,253226.3798,235475.6681,240694.5878,232953.6187,230616.6078,253422.4507,282409.9368,314756.3477,361927.3462,393968.981,422181.0233,449351.5229,463928.3187,503689.10,579844.2282,604353.1107,601978.073
Will County,IL,17,197,163818.5842,170748.5222,181090.3343,191987.4662,206524.1251,221080.9519,241369.4098,251134.63,247711.1023,226989.5133,212472.0581,198436.9795,183536.3902,177122.2181,194563.8661,201333.5939,211149.2199,220814.1604,232227.4589,239755.0188,246900.4346,262414.7802,292743.7847,311483.3473,331609.1088
District of Columbia,DC,11,1,182193.3938,194198.8128,214450.4555,246956.3625,286184.8947,345739.573,414373.1735,427687.8333,431797.21,403768.0138,384344.2175,386548.1934,379631.0384,419703.8969,481191.5484,521543.1024,560999.7052,582977.8627,608374.6988,645298.90,659768.5751,711271.6842,736287.784,731312.5228,719186.4043
Bernalillo County,NM,35,1,,,,141386.5052,146194.0097,153717.8227,170451.9815,195276.8144,202810.7791,188864.2925,182423.7495,172694.9614,164231.5282,165413.0047,169873.7887,173081.6934,179661.3225,186585.6517,192158.19,200028.8798,215119.1529,242640.3695,281277.8716,309065.37,329475.57
Jefferson County,AL,1,73,,,99837.43288,103288.7815,108395.7848,114298.3985,121713.163,128523.5751,129432.133,119125.4152,113374.8402,105452.2363,102113.4159,106752.1666,112051.8892,117040.5621,123086.5427,127208.2478,132802.7776,140439.9031,150042.0137,167292.9094,188531.1744,206612.1423,207390.7204
Tulsa County,OK,40,143,105801.1568,110544.2738,115468.834,118518.9427,120649.1335,122703.0113,126005.2789,129855.8126,131399.3347,130593.2915,131197.3049,129170.7445,123677.429,125636.9947,128579.746,133213.6708,133605.0451,144981.0317,143907.9328,152808.8783,162256.6608,180842.7445,206529.4093,226486.14,234825.6674
Providence County,RI,44,7,125043.3561,134783.6309,154125.3423,182168.5914,217268.6083,255634.0895,279182.1598,271812.89,257944.6642,219527.4202,208390.3945,203728.5037,184018.8392,180581.1569,190736.60,198104.1905,211943.3885,227452.1775,247526.5096,262712.1569,274708.5914,309517.9915,349309.53,376678.6582,407222.2113
Kent County,MI,26,81,116298.1062,121739.4119,122720.1647,128414.5162,134593.6049,139293.4067,142268.8884,141173.4139,135577.4727,127715.9141,122645.5937,115112.535,112268.65,120249.5665,134486.5177,143062.2972,156236.3949,172683.5193,187793.8229,200913.6611,213953.8747,240054.4674,274971.47,293178.45,311446.3877
Arapahoe County,CO,8,5,186372.4888,213861.5234,230241.8542,236079.6092,239483.2314,242336.1249,247213.5314,243582.8256,235903.8861,221549.3012,218228.5882,212860.4217,204947.6998,231332.0657,256902.18,282168.5487,322956.47,353540.7226,379693.1423,401285.7194,416920.9891,453144.7007,535808.5378,554475.88,558259.3446
Utah County,UT,49,49,,193991.401,200011.3292,196579.8855,197561.2902,198889.1012,207243.6693,242728.9509,278279.9115,247894.6768,221414.5393,201985.6686,193685.401,214093.298,241334.3016,251164.6351,277130.9216,298396.93,323222.9216,354274.7756,377840.8613,430362.6524,533078.513,546582.073,544567.3131
Bucks County,PA,42,17,170507.9406,181287.6064,199299.8855,226697.6826,256611.1643,286506.4733,319598.6256,327368.2171,324338.8781,307705.3475,299558.42,289353.6493,278323.0925,276162.0116,285949.106,292010.318,299112.0845,307307.5154,320396.9755,328772.2384,342598.5587,378405.0601,416596.6037,453229.787,479460.6154
Monmouth County,NJ,34,25,209706.0943,237391.3381,269437.8801,309066.4782,352662.4413,404029.1348,452237.8533,461416.1296,443327.448,407487.8888,388793.4625,381554.4737,356910.4698,362353.6799,381481.5309,399873.7759,417048.5026,428192.9767,447142.6873,468377.0122,477107.1741,528772.0682,602543.8719,660729.9061,715776.9956
Ocean County,NJ,34,29,144690.1104,158148.4776,178730.5621,216221.2548,254743.5008,296074.0141,335501.8329,345219.4801,324094.6097,295990.404,276207.5042,265782.2421,244705.7051,252820.6933,259141.1317,268965.9929,280506.59,286771.61,296613.5406,305660.6778,316452.75,355164.2838,426022.1429,471716.5724,506920.0852
Montgomery County,TX,48,339,148916.4163,149530.2915,148378.9008,152871.259,155244.6817,166936.5357,171230.1375,177813.7092,183319.5769,180429.0848,180014.876,177837.8784,175593.3582,183674.1991,199923.3452,222881.1162,238307.1205,238981.854,241965.6254,249603.1038,256759.606,274674.9242,327457.8322,354491.2205,353658.85
Johnson County,KS,20,91,,,176829.963,182235.7749,186574.8659,192848.5637,202320.2115,206162.5395,212122.5393,209472.7347,209702.2227,204261.222,197354.3546,208690.7775,220717.3024,232067.5534,244561.6946,259171.4706,272546.0957,286143.7768,296381.075,323820.28,359728.293,391086.0307,411855.3991
Brevard County,FL,12,9,106127.4679,110992.3173,119139.2355,131419.6791,149900.03,190626.5786,245698.6242,247206.8641,203261.1465,159049.4894,139283.1816,124767.9894,116012.0435,120977.9989,137537.7396,149868.5329,169251.0977,187422.2063,209137.2264,223154.1237,231891.367,258477.9998,314748.3668,359727.2527,365184.6915
Washington County,OR,41,67,189532.8049,195754.3969,203819.3497,213059.3723,222464.8938,243525.0326,295253.7972,329072.1466,329596.8356,293535.4775,271107.0494,253707.1879,237383.1842,255983.5472,290395.9879,312488.44,348230.9028,387085.674,409008.4741,426323.3307,439240.4828,480437.5127,560703.3065,583604.89,588953.017
Baltimore City,MD,24,510,60726.93724,62385.52093,64163.3737,67842.10,71885.0425,82423.39342,101036.7387,119012.5658,125586.3408,120912.5162,107091.2347,97569.26709,81475.74683,86832.99,99312.73,101532.2735,105663.9001,110411.1234,117164.1329,127606.4082,138906.5993,150702.8627,169101.8463,173514.4419,179181.3697
Williamson County,TX,48,491,,,,,,,,,197993.9818,193417.2842,191028.123,184071.1256,182973.1752,190483.0244,209396.2145,232963.4021,253401.3167,269494.8213,278677.353,285065.4067,295544.6991,333482.423,466123.5231,467754.7487,435312.9028
Anne Arundel County,MD,24,3,172683.8768,182748.1459,197569.207,228023.743,264939.9558,321668.562,385019.3459,402301.9887,382299.1278,350550.2074,326630.1197,313551.7159,302347.362,320292.1181,336206.3827,342618.7048,348138.5563,356493.846,365891.5245,374269.2801,383901.13,415191.4487,449979.3614,471954.8801,485224.2467
Jefferson County,CO,8,59,198199.5532,223198.1408,242583.1447,250696.836,253268.4987,259828.1512,266485.9289,264621.9843,263509.9134,259314.0351,257156.9215,251657.8603,245757.7714,259018.3397,283389.6964,310611.1683,354060.1024,389304.1268,417978.9253,441011.693,465733.8704,516831.6809,598326.6154,624468.3008,633514.9427
Douglas County,NE,31,55,112685.9425,115264.8969,118274.0434,122710.0041,129560.4798,135116.7312,140868.8602,145847.1981,142068.9154,132199.6272,139623.3161,130987.3267,127920.6134,131368.8289,135983.1126,140304.2676,149284.7581,156756.0107,168795.8712,179421.6559,191496.5848,213693.8258,235631.7034,259238.0594,272636.2108
Bristol County,MA,25,5,165656.9921,176969.9429,204450.2393,242843.3516,284413.1552,321445.3037,338689.4207,329245.6332,311022.9264,279710.902,266984.1791,261201.7883,246884.5478,248861.0238,264021.0353,272595.3833,288583.7535,307253.3064,326231.7246,339605.9781,354720.1123,399109.9034,437091.5181,470219.4492,504845.5458
Delaware County,PA,42,45,117983.7927,123614.2797,131542.1569,144909.1122,161460.40,186435.5941,207551.4944,218140.9744,221812.8718,210996.1902,203392.9297,199303.7512,186880.4991,186006.3551,188183.6672,188941.3115,194901.7273,200771.7075,210675.4868,219487.9404,232146.659,264750.3301,288205.2673,315721.6453,339435.902
Union County,NJ,34,39,202337.2169,220678.6203,248009.9651,289860.2058,327823.3863,373676.9341,430335.2929,447022.2191,434106.7936,386634.0582,355347.31,345042.3459,320736.5272,313284.8388,329578.115,340617.8607,348306.4931,360872.5636,386837.2879,401952.4151,417732.6436,457518.4813,506420.0098,530054.7899,571752.9812
New Castle County,DE,10,3,142579.3404,149793.1229,158705.6576,171246.82,189648.2857,217318.0151,248608.8424,263539.09,261008.7011,243048.1307,232441.5233,223394.0944,205903.2004,198536.5558,206422.0208,212824.4735,224643.8763,239205.2676,245249.8155,253527.7829,254616.522,279641.7281,300995.7203,327716.9098,349057.772
Dane County,WI,55,25,164744.9141,171604.3859,180811.1988,190098.8552,203484.8521,222089.0037,238003.2185,244856.7698,248522.9914,236439.3647,236085.0415,229048.7454,222635.9116,226989.8022,238563.9274,246246.0676,261064.7868,275945.3745,290255.6794,304241.0327,318408.1726,346892.9772,380296.7103,412389.64,437597.135
Pasco County,FL,12,101,104494.7772,111005.0364,120035.3372,130373.2724,146770.7028,172004.9832,218705.8335,230053.6353,204116.3231,165301.521,140995.6761,132176.3325,118258.9657,120631.8645,139126.5473,149282.3376,162673.4765,179356.47,196645.9055,209059.5728,221091.2147,246512.61,315463.0175,358825.1468,361872.2384
Stanislaus County,CA,6,99,144997.0587,160304.6987,194719.11,221208.5279,256530.4277,314350.4226,395432.0631,391734.8113,306781.1648,180113.32,151723.7418,149545.6848,137451.6021,151375.4121,198865.42,226905.6896,250573.9918,271753.617,296747.00,316347.8695,332772.3282,372376.7474,435479.5186,443156.3813,455981.3331
Lancaster County,PA,42,71,,,,142412.1331,151546.9084,163409.6888,188942.5334,200780.0187,205874.5406,200452.3674,197923.5933,191223.7341,185424.6825,189140.4284,191620.8528,195973.4935,202567.5793,210381.0192,220739.5117,231403.7,241563.2111,264833.7193,295376.96,323677.8461,344988.1129
Ramsey County,MN,27,123,125610.4882,141870.6525,163112.0864,179583.5231,196008.57,212596.0482,226688.9893,223827.5896,214907.8539,196811.6281,183048.2089,173050.4871,158688.8071,171289.6793,189924.0035,198529.5204,211271.5192,224774.4165,242872.4637,256194.4025,265803.5029,290986.0279,316378.4576,324999.2047,332003.5482
Volusia County,FL,12,127,94516.64645,99675.96422,107455.3706,118096.1238,134503.3349,160995.8951,206141.593,223562.2113,192579.6281,153744.0756,130096.087,116578.266,103874.538,110348.4777,126882.4629,138221.9744,151358.728,168562.1405,188256.6903,202726.0271,215256.8709,237819.797,288052.79,332022.92,337056.3489
Summit County,OH,39,153,102057.4882,105819.4641,109506.2607,113051.0459,117256.7273,121068.1198,123657.8501,124978.5604,121319.4105,117212.6452,113406.514,110616.0904,103428.3318,103164.3409,108562.3892,110572.162,115702.0368,121049.6889,128573.8045,136666.5474,143894.9345,160554.66,174610.7783,188115.77,200191.0326
Guilford County,NC,37,81,116419.7286,120008.1982,123408.6853,124656.4755,127200.6539,131419.83,136019.5623,140064.6685,142911.7333,139089.291,134010.3645,130203.3744,122681.7338,125572.7564,131415.5918,135100.6239,139837.6403,147699.4967,156653.9775,168123.8915,178154.5943,201334.7737,228940.2519,256662.1366,267899.7951
Montgomery County,OH,39,113,92844.09291,94868.24452,98581.63726,100621.9789,103988.1024,107800.6001,111112.4271,111520.9844,109704.7824,101795.3385,97813.62049,92261.78649,91193.00658,88083.12143,89265.85697,89846.71333,92800.21632,98942.96775,107620.4117,116639.2145,125434.8862,141940.9631,156627.4681,170754.7653,181818.4634
Chester County,PA,42,29,187869.2717,201055.757,215675.837,239828.7245,265696.069,298499.5704,326144.46,337521.9779,335259.3583,324633.2084,316805.1019,305976.0134,293374.9784,295812.6942,309566.8072,318321.786,330120.301,336940.0261,351891.45,361592.9819,371298.0847,407704.0174,448856.4246,493691.1036,524178.4098
Spokane County,WA,53,63,122459.3117,121240.4101,124444.8706,128736.8909,136513.7256,149310.4828,175513.9938,199427.3499,206806.1411,190445.6758,184519.048,170593.733,160937.0069,160118.5574,166086.9164,170979.8813,185051.7153,201080.0992,221273.4098,247418.8808,276915.1208,323029.387,394015.51,411821.0844,410903.9558
Plymouth County,MA,25,23,205159.2313,225648.6083,266546.5535,312754.1699,350730.5291,388582.0455,405506.4789,378984.1269,359714.9661,328765.9136,317609.073,310485.5662,297124.8841,295175.1482,313045.7259,324261.2126,345399.9393,367198.42,390897.0283,405794.2204,417788.3904,469089.37,523114.4785,559887.2847,603682.8737
Camden County,NJ,34,7,108305.6753,110955.1417,118895.3218,131115.9756,150655.8743,177203.497,204500.9856,221323.732,221965.8069,203400.9279,193837.8413,183655.5103,169384.2547,164674.8247,169255.8394,170319.41,173575.7398,176572.7101,179223.2983,184213.6875,197467.5862,226029.4281,264629.4643,286092.63,317439.9746
Passaic County,NJ,34,31,190314.95,206771.7068,228724.3615,262256.0483,302579.2529,339628.1859,386164.5469,405708.32,386605.9129,353293.3318,319412.21,307796.8715,283122.8055,284252.6766,293652.8428,304388.9281,319646.3007,324317.0883,340085.8409,356270.5785,378574.7221,418491.2504,462166.4077,487881.4683,526304.99
Sedgwick County,KS,20,173,,,,96944.33435,97533.2377,109626.1623,105835.291,110011.0711,113683.5097,114757.3135,118482.5117,114447.6185,110423.1053,110882.5899,110833.2397,114049.4348,119999.9652,123613.0433,127818.9427,133750.8271,144139.5208,157868.7394,176484.8368,194082.8842,204575.0899
Greenville County,SC,45,45,,,,137203.927,139283.9342,141722.6554,147051.8337,154181.9888,158202.8107,155994.0845,151747.1398,149046.0215,145703.9815,148006.065,154559.70,160429.7187,172112.767,182157.0491,195235.6638,207171.6373,216016.8692,237679.5026,272214.8535,309215.4773,316950.977
Kane County,IL,17,89,165933.7596,176417.301,187770.2122,200801.7952,214299.2402,228408.3696,243269.6992,252301.4376,245742.2135,222789.0537,203256.5393,183489.0428,169668.2297,173871.6721,191011.7972,200752.5605,211623.1376,222503.9715,236044.923,244850.5636,247687.3667,265447.8696,296113.463,318855.6168,339624.8546
Adams County,CO,8,1,170480.3952,195382.4286,213612.5978,221027.598,221062.8733,223285.5054,223340.9611,220573.157,201969.0744,184026.4844,184981.484,180615.5955,174681.7204,189888.2207,209324.6888,238178.4754,276058.1965,307074.0178,334169.8772,355929.6462,370314.9734,406945.0051,481337.7671,499085.0191,500015.3923
Morris County,NJ,34,27,254831.7885,283146.4561,312321.3512,352920.7032,392722.263,443079.5209,493784.4352,496088.5689,481546.1075,434856.6132,422255.0886,410632.2065,389231.1485,401924.7429,421597.1494,442156.99,457011.0673,459027.6856,468878.625,478234.45,481606.3109,515202.5403,560123.8506,588816.4244,643213.2403
Clark County,WA,53,11,178633.7379,183756.6797,188840.2756,193978.9066,208298.2232,231524.816,287628.89,307576.9902,302584.1399,260794.7101,237404.814,220324.3366,201378.5339,207743.3029,234278.7308,253331.3396,283957.931,313550.813,341764.3985,362556.8971,378660.7273,422285.08,501821.0616,522125.7724,536944.54
Lake County,IN,18,89,,,,,94019.04,97180.02035,107865.5327,112518.6589,116159.0407,117391.4142,114921.904,113467.7277,111221.3291,113983.0933,117498.0412,121353.3017,127130.633,133694.8311,142989.1866,154444.9011,165119.634,180442.52,206131.441,221629.9268,231681.7591
Richmond County,NY,36,85,202508.4964,230920.1359,262651.4679,294380.5962,335011.7558,375291.6442,434631.01,456724.7659,446617.4468,421455.051,410024.08,411330.0153,390163.0181,398790.2741,404887.0768,428752.4227,455765.6779,497608.826,552916.0486,582924.574,603008.0981,598736.6639,640951.3894,665380.3768,669828.4597
Sonoma County,CA,6,97,268820.7263,329264.4967,382992.3962,410750.75,462785.6068,553245.4037,632454.9028,607417.3111,554243.3096,436764.4292,404730.8327,389057.5722,347171.6993,375792.4814,454596.6577,502364.5279,563852.9199,596919.605,647245.1047,676419.4492,674162.4944,709174.2289,776801.1295,795577.4612,812148.44
